Drug name,Drug ID,Drug target,Target Pathway,Feature Name,n_feature_pos,n_feature_neg,ic50_effect_size,log_ic50_mean_pos,log_ic50_mean_neg,feature_ic50_t_pval,feature_delta_mean_ic50,feature_pos_ic50_var,feature_neg_ic50_var,feature_pval,fdr
Sepantronium bromide,1941,BIRC5,Apoptosis regulation,cnaPAAD2,10,19,0.590479417,-4.471746593,-3.839524193,0.14645652,-0.632222401,1.064491501,1.073780883,0.142300585,0.0
Sepantronium bromide,1941,BIRC5,Apoptosis regulation,cnaPAAD3,3,26,2.183278564,-5.854798723,-3.850154978,0.004319502,-2.004643745,0.496376133,0.943816016,0.001326888,0.0
Sepantronium bromide,1941,BIRC5,Apoptosis regulation,cnaPAAD4,17,12,0.522062503,-4.290292971,-3.727787091,0.146229334,-0.562505879,1.241654218,0.779163321,0.177497773,0.0
MIM1,1996,MCL1,Apoptosis regulation,ARID1A_mut,3,25,0.712008938,5.431840481,4.545599057,0.112252064,0.886241424,0.633175867,1.282571658,0.254478245,0.0
MIM1,1996,MCL1,Apoptosis regulation,CDKN2A_mut,3,25,0.712008938,5.431840481,4.545599057,0.112252064,0.886241424,0.633175867,1.282571658,0.254478245,0.0
MIM1,1996,MCL1,Apoptosis regulation,EP300_mut,3,25,0.160234257,4.458128142,4.662444538,0.852065948,-0.204316395,1.642886282,1.239546801,0.795199318,0.0
MIM1,1996,MCL1,Apoptosis regulation,RNF43_mut,3,25,1.302863098,6.010824324,4.476120996,0.208529902,1.534703328,1.480513328,1.149142464,0.042592756,0.0
MIM1,1996,MCL1,Apoptosis regulation,SMAD4_mut,8,20,1.101263847,5.532984005,4.283581292,0.034252488,1.249402714,1.297596987,1.068177304,0.014073067,0.0
MIM1,1996,MCL1,Apoptosis regulation,TP53_mut,23,5,0.308174788,4.570811076,4.961368624,0.568825183,-0.390557547,1.257421061,1.320468181,0.53770921,0.0
MIM1,1996,MCL1,Apoptosis regulation,cnaPAAD2,9,19,0.810728317,3.986796503,4.95022786,0.080519931,-0.963431357,1.321963123,1.123883565,0.055646089,0.0
MIM1,1996,MCL1,Apoptosis regulation,cnaPAAD3,3,25,1.294433682,3.277839504,4.804079175,0.004705564,-1.526239671,0.45986617,1.220023231,0.043846697,0.0
MIM1,1996,MCL1,Apoptosis regulation,cnaPAAD4,17,11,0.683165111,4.316739768,5.140992893,0.064182747,-0.824253125,1.368628556,0.887565018,0.089223329,0.0
WEHI-539,1997,BCL-XL,Apoptosis regulation,ARID1A_mut,3,26,0.735118806,6.411862017,5.057469194,0.065994477,1.354392824,0.789058089,1.901640753,0.238428689,0.0
WEHI-539,1997,BCL-XL,Apoptosis regulation,CDKN2A_mut,4,25,1.140704949,6.919864099,4.922013148,0.032485479,1.997850951,1.203054267,1.808308574,0.043504289,0.0
WEHI-539,1997,BCL-XL,Apoptosis regulation,EP300_mut,3,26,0.16562014,4.917120079,5.229939417,0.475044754,-0.312819339,0.334871296,1.960587028,0.787980471,0.0
WEHI-539,1997,BCL-XL,Apoptosis regulation,RNF43_mut,4,25,0.357297687,5.775453059,5.105118914,0.610123024,0.670334145,2.294864893,1.817006737,0.512645625,0.0
WEHI-539,1997,BCL-XL,Apoptosis regulation,SMAD4_mut,8,21,0.157389032,4.982589078,5.279479641,0.772063374,-0.296890562,2.64724604,1.533280879,0.707785965,0.0
WEHI-539,1997,BCL-XL,Apoptosis regulation,TP53_mut,24,5,0.329203495,5.304050062,4.686516718,0.511772011,0.617533345,1.891470008,1.783316576,0.508759753,0.0
WEHI-539,1997,BCL-XL,Apoptosis regulation,cnaPAAD2,10,19,0.286093467,5.548626371,5.012816915,0.440968475,0.535809457,1.603502764,1.993922398,0.470298415,0.0
WEHI-539,1997,BCL-XL,Apoptosis regulation,cnaPAAD3,3,26,0.468622749,4.411488413,5.288281533,0.448486538,-0.87679312,1.593796439,1.891421936,0.448831591,0.0
WEHI-539,1997,BCL-XL,Apoptosis regulation,cnaPAAD4,17,12,0.14015905,5.306991772,5.04257708,0.737866689,0.264414692,1.414060759,2.413976568,0.712989271,0.0
BPD-00008900,1998,Antimetabolite (DNA & RNA),Other,ARID1A_mut,3,25,0.963612808,6.406731708,5.487397138,0.075467367,0.91933457,0.555793757,0.979958996,0.126867632,0.0
BPD-00008900,1998,Antimetabolite (DNA & RNA),Other,CDKN2A_mut,3,25,0.963612808,6.406731708,5.487397138,0.075467367,0.91933457,0.555793757,0.979958996,0.126867632,0.0
BPD-00008900,1998,Antimetabolite (DNA & RNA),Other,EP300_mut,3,25,1.420450515,4.433484778,5.72418677,0.191575182,-1.290701992,1.17654331,0.882670603,0.028160706,0.0
BPD-00008900,1998,Antimetabolite (DNA & RNA),Other,RNF43_mut,3,25,0.412609772,5.950613469,5.542131327,0.661854918,0.408482142,1.375427497,0.950850656,0.505452601,0.0
BPD-00008900,1998,Antimetabolite (DNA & RNA),Other,SMAD4_mut,8,20,0.327071649,5.81650704,5.493653363,0.456491396,0.322853678,1.015243609,0.976532163,0.441364599,0.0
BPD-00008900,1998,Antimetabolite (DNA & RNA),Other,TP53_mut,23,5,0.359025255,5.522514823,5.87745653,0.557930745,-0.354941708,0.947809844,1.188313862,0.473358014,0.0
BPD-00008900,1998,Antimetabolite (DNA & RNA),Other,cnaPAAD2,9,19,0.188254483,5.712940019,5.525719127,0.664951799,0.187220892,1.088316114,0.949848755,0.645642485,0.0
BPD-00008900,1998,Antimetabolite (DNA & RNA),Other,cnaPAAD3,3,25,1.007812648,4.730907493,5.688496044,0.218655393,-0.957588551,0.959924063,0.949347482,0.111093192,0.0
BPD-00008900,1998,Antimetabolite (DNA & RNA),Other,cnaPAAD4,17,11,0.523669306,5.387324556,5.892782375,0.181805979,-0.505457819,0.993674662,0.917868591,0.187605094,0.0
ICL-SIRT078,2011,SIR2,Other,ARID1A_mut,3,25,0.369773753,5.713059409,5.307525679,0.494882506,0.40553373,0.818898452,1.116743295,0.55030275,0.0
ICL-SIRT078,2011,SIR2,Other,CDKN2A_mut,3,25,0.369773753,5.713059409,5.307525679,0.494882506,0.40553373,0.818898452,1.116743295,0.55030275,0.0
ICL-SIRT078,2011,SIR2,Other,EP300_mut,3,25,0.581637311,4.787177898,5.41863146,0.233660453,-0.631453563,0.659374052,1.113831416,0.349900037,0.0
ICL-SIRT078,2011,SIR2,Other,RNF43_mut,3,25,0.698562327,6.02312278,5.270318074,0.4287739,0.752804706,1.317415465,1.055211698,0.263336016,0.0
ICL-SIRT078,2011,SIR2,Other,SMAD4_mut,8,20,0.342798476,5.083981247,5.457773511,0.498131802,-0.373792264,1.373928128,0.965192144,0.419981069,0.0
ICL-SIRT078,2011,SIR2,Other,TP53_mut,23,5,0.066596947,5.33784639,5.411370645,0.806434101,-0.073524254,1.190177462,0.362897995,0.89367823,0.0
ICL-SIRT078,2011,SIR2,Other,cnaPAAD2,9,19,0.279079078,5.143716169,5.449151299,0.525706377,-0.30543513,1.212733396,1.03754404,0.496506805,0.0
ICL-SIRT078,2011,SIR2,Other,cnaPAAD3,3,25,0.116752745,5.235929398,5.36478128,0.679036834,-0.128851882,0.341204872,1.14446424,0.84994603,0.0
ICL-SIRT078,2011,SIR2,Other,cnaPAAD4,17,11,0.345889483,5.203157622,5.579421875,0.351674465,-0.376264253,1.188995848,0.902639436,0.379586254,0.0
GSK343,2037,EZH2,Chromatin histone methylation,ARID1A_mut,3,25,1.230145543,6.720888589,5.443708631,0.000105237,1.277179958,0.230151024,1.078584761,0.054543776,0.0
GSK343,2037,EZH2,Chromatin histone methylation,CDKN2A_mut,3,25,1.230145543,6.720888589,5.443708631,0.000105237,1.277179958,0.230151024,1.078584761,0.054543776,0.0
GSK343,2037,EZH2,Chromatin histone methylation,EP300_mut,3,25,1.171800671,4.487447433,5.711721569,1.01242e-05,-1.224274136,0.094481531,1.087099613,0.066182083,0.0
GSK343,2037,EZH2,Chromatin histone methylation,RNF43_mut,3,25,0.467561057,6.041378015,5.525249899,0.608218441,0.516128115,1.466577132,1.068102669,0.45102751,0.0
GSK343,2037,EZH2,Chromatin histone methylation,SMAD4_mut,8,20,0.100116006,5.660285105,5.548655034,0.844530054,0.111630071,1.443100925,0.966450018,0.812731673,0.0
GSK343,2037,EZH2,Chromatin histone methylation,TP53_mut,23,5,0.672990274,5.450959514,6.17666254,0.089027513,-0.725703026,1.136226585,0.676430304,0.184294953,0.0
GSK343,2037,EZH2,Chromatin histone methylation,cnaPAAD2,9,19,0.529478598,5.192084902,5.764558811,0.291652932,-0.572473909,1.425822836,0.886009734,0.202159542,0.0
GSK343,2037,EZH2,Chromatin histone methylation,cnaPAAD3,3,25,0.146279956,5.434921588,5.598024671,0.562059568,-0.163103082,0.257910129,1.158144782,0.812667431,0.0
GSK343,2037,EZH2,Chromatin histone methylation,cnaPAAD4,17,11,0.681604597,5.298033867,6.017164163,0.081265482,-0.719130296,1.111904393,0.957097795,0.089916709,0.0
UNC0638,2038,"G9A, GLP",Chromatin histone methylation,ARID1A_mut,3,24,0.789117071,6.104519428,5.355283317,0.08298781,0.749236111,0.474297036,0.979951266,0.209327373,0.0
UNC0638,2038,"G9A, GLP",Chromatin histone methylation,CDKN2A_mut,3,24,0.789117071,6.104519428,5.355283317,0.08298781,0.749236111,0.474297036,0.979951266,0.209327373,0.0
UNC0638,2038,"G9A, GLP",Chromatin histone methylation,EP300_mut,3,24,0.163610545,5.58092241,5.420732944,0.578874358,0.160189466,0.320878723,1.016376978,0.791526198,0.0
UNC0638,2038,"G9A, GLP",Chromatin histone methylation,SMAD4_mut,8,19,0.171858124,5.556716747,5.38876968,0.72734721,0.167947068,1.197516425,0.876760286,0.686917182,0.0
UNC0638,2038,"G9A, GLP",Chromatin histone methylation,TP53_mut,22,5,0.286204959,5.38690848,5.665674265,0.62398321,-0.278765785,0.945473003,1.111863694,0.5686434,0.0
UNC0638,2038,"G9A, GLP",Chromatin histone methylation,cnaPAAD2,8,19,0.23439021,5.27780021,5.506208222,0.55600927,-0.228408012,0.845854395,1.020127384,0.583063181,0.0
UNC0638,2038,"G9A, GLP",Chromatin histone methylation,cnaPAAD3,3,24,1.914767036,4.023618344,5.615395953,0.052646406,-1.591777608,0.76406865,0.836908912,0.004443404,0.0
UNC0638,2038,"G9A, GLP",Chromatin histone methylation,cnaPAAD4,17,10,0.838452496,5.157885953,5.915629669,0.02232943,-0.757743716,1.045909474,0.569196227,0.045614719,0.0
AGK2,2039,"BAZ2A, BAZ2B",Chromatin histone acetylation,ARID1A_mut,3,26,0.268298298,3.74881871,4.003343404,0.63600473,-0.254524694,0.766557298,0.961743103,0.663429483,0.0
AGK2,2039,"BAZ2A, BAZ2B",Chromatin histone acetylation,CDKN2A_mut,4,25,0.133207297,3.867808379,3.994486045,0.756484745,-0.126677666,0.669607516,0.980492023,0.806501171,0.0
AGK2,2039,"BAZ2A, BAZ2B",Chromatin histone acetylation,EP300_mut,3,26,0.586352736,3.484877102,4.033798205,0.532771199,-0.548921103,1.261078406,0.90514395,0.34476991,0.0
AGK2,2039,"BAZ2A, BAZ2B",Chromatin histone acetylation,RNF43_mut,4,25,1.068387726,4.796202011,3.845943064,0.228629338,0.950258947,1.256164476,0.832305913,0.057513771,0.0
AGK2,2039,"BAZ2A, BAZ2B",Chromatin histone acetylation,SMAD4_mut,8,21,0.919963486,4.560488334,3.754737046,0.047393138,0.805751288,0.886000341,0.872271345,0.035442457,0.0
AGK2,2039,"BAZ2A, BAZ2B",Chromatin histone acetylation,TP53_mut,24,5,0.083858792,3.990771104,3.910975628,0.842344019,0.079795476,0.983667355,0.740274826,0.865822167,0.0
AGK2,2039,"BAZ2A, BAZ2B",Chromatin histone acetylation,cnaPAAD2,10,19,0.348239409,3.762921829,4.089692966,0.292203115,-0.326771136,0.558809641,1.079176784,0.380608186,0.0
AGK2,2039,"BAZ2A, BAZ2B",Chromatin histone acetylation,cnaPAAD3,3,26,0.793953026,3.319644509,4.052863504,0.116715495,-0.733218995,0.532527033,0.94784076,0.20388264,0.0
AGK2,2039,"BAZ2A, BAZ2B",Chromatin histone acetylation,cnaPAAD4,17,12,0.575916016,3.759338442,4.285385927,0.104611717,-0.526047485,1.08083637,0.590475033,0.138273169,0.0
Foretinib,2040,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,ARID1A_mut,3,26,0.022062278,1.655649441,1.680262601,0.977731205,-0.02461316,1.324022163,1.097241252,0.971403023,97.14030227
Foretinib,2040,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,CDKN2A_mut,4,25,0.19060871,1.860613611,1.64845286,0.749340737,0.212160751,1.156170851,1.107563963,0.726124436,93.35885603
Foretinib,2040,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,EP300_mut,3,26,0.101280437,1.576463694,1.689399418,0.670299745,-0.112935724,0.223874486,1.157093137,0.869314559,97.14030227
Foretinib,2040,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,RNF43_mut,4,25,0.508928145,2.159286254,1.600665237,0.303399993,0.558621017,0.859753014,1.123843332,0.353011499,79.42758738
Foretinib,2040,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,SMAD4_mut,8,21,0.572425447,1.230709716,1.848004677,0.166023508,-0.617294961,0.980427116,1.110630829,0.17958972,79.42758738
Foretinib,2040,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,TP53_mut,24,5,0.988359886,1.855021249,0.826653193,0.087062556,1.028368056,1.044723197,1.015733221,0.05446249,49.01624096
Foretinib,2040,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,cnaPAAD2,10,19,0.155080552,1.564690784,1.737203585,0.651111513,-0.172512801,0.777095546,1.24669066,0.694525167,93.35885603
Foretinib,2040,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,cnaPAAD3,3,26,0.64978264,1.041031371,1.75118007,0.528195473,-0.710148699,1.614434173,1.03994114,0.296017069,79.42758738
Foretinib,2040,"MET, KDR, TIE2, VEGFR3/FLT4, RON, PDGFR, FGFR1, EGFR",RTK signaling,cnaPAAD4,17,12,0.27202899,1.802104649,1.501499743,0.465280306,0.300604906,1.169109331,1.004599997,0.476809037,85.82562663
BIBR-1532,2043,TERT,Genome integrity,ARID1A_mut,3,26,0.022600474,5.878201072,5.859513774,0.966190457,0.018687299,0.640065137,0.840004966,0.970705743,97.07057434
BIBR-1532,2043,TERT,Genome integrity,CDKN2A_mut,4,25,0.387249873,6.134881733,5.817697376,0.471125695,0.317184357,0.732572248,0.829246932,0.478254403,69.75988372
BIBR-1532,2043,TERT,Genome integrity,EP300_mut,3,26,0.372141536,6.135445487,5.829831726,0.654937772,0.305613762,1.002083883,0.805008254,0.546754194,69.75988372
BIBR-1532,2043,TERT,Genome integrity,RNF43_mut,4,25,1.5476019,6.826806245,5.706989454,0.004763982,1.119816791,0.434781176,0.751922768,0.007809943,3.514474348
BIBR-1532,2043,TERT,Genome integrity,SMAD4_mut,8,21,0.295367344,6.036672191,5.794694467,0.485950361,0.241977724,0.807606551,0.823277334,0.483233069,69.75988372
BIBR-1532,2043,TERT,Genome integrity,TP53_mut,24,5,0.246532694,5.826462637,6.029371606,0.582185981,-0.202908969,0.844815921,0.684603333,0.620087855,69.75988372
BIBR-1532,2043,TERT,Genome integrity,cnaPAAD2,10,19,0.21742896,5.744325571,5.923089769,0.618462273,-0.178764198,0.974867491,0.734008928,0.582426676,69.75988372
BIBR-1532,2043,TERT,Genome integrity,cnaPAAD3,3,26,0.575393794,5.441751371,5.909873354,0.133340961,-0.468121983,0.356235361,0.839459378,0.35371388,69.75988372
BIBR-1532,2043,TERT,Genome integrity,cnaPAAD4,17,12,1.096958497,5.533957667,6.325390083,0.00716422,-0.791432416,0.734842819,0.701586218,0.007165655,3.514474348
Pyridostatin,2044,G-quadruplex stabiliser,DNA replication,ARID1A_mut,3,26,0.039886938,4.400768398,4.351103523,0.967633025,0.049664874,1.854223582,1.182943558,0.948325339,95.69302824
Pyridostatin,2044,G-quadruplex stabiliser,DNA replication,CDKN2A_mut,4,25,0.418960993,4.801030785,4.285074946,0.596625439,0.515955838,1.712581864,1.157404317,0.443338791,95.69302824
Pyridostatin,2044,G-quadruplex stabiliser,DNA replication,EP300_mut,3,26,0.239148244,4.622474319,4.325522071,0.693467578,0.296952248,1.089508158,1.253085463,0.697984117,95.69302824
Pyridostatin,2044,G-quadruplex stabiliser,DNA replication,RNF43_mut,4,25,1.123841698,5.47574879,4.177120066,0.028316284,1.298628724,0.75482945,1.196212948,0.046467462,29.75709133
Pyridostatin,2044,G-quadruplex stabiliser,DNA replication,SMAD4_mut,8,21,0.057914989,4.40844591,4.336353787,0.890420313,0.072092124,1.228904987,1.250304971,0.890172758,95.69302824
Pyridostatin,2044,G-quadruplex stabiliser,DNA replication,TP53_mut,24,5,0.026796844,4.361994142,4.328627476,0.967865379,0.033366666,1.153382921,1.678204724,0.956930282,95.69302824
Pyridostatin,2044,G-quadruplex stabiliser,DNA replication,cnaPAAD2,10,19,0.057835486,4.403407033,4.331417183,0.870967045,0.07198985,0.974598955,1.359825731,0.883413089,95.69302824
Pyridostatin,2044,G-quadruplex stabiliser,DNA replication,cnaPAAD3,3,26,1.167741677,3.132987152,4.497385975,0.060373413,-1.364398822,0.74342546,1.195900142,0.06612687,29.75709133
Pyridostatin,2044,G-quadruplex stabiliser,DNA replication,cnaPAAD4,17,12,0.253940987,4.226478191,4.540072296,0.525643609,-0.313594105,1.105252951,1.402260698,0.506343171,95.69302824
AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,ARID1A_mut,3,26,0.050541151,5.822394046,5.767750405,0.858167553,0.054643641,0.346156819,1.119312226,0.934551796,95.67635501
AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,CDKN2A_mut,4,25,0.029468227,5.745935534,5.777798021,0.910373554,-0.031862487,0.32135128,1.141195937,0.95676355,95.67635501
AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,EP300_mut,3,26,0.144512062,5.913354811,5.757254932,0.686578513,0.156099879,0.504018214,1.113473281,0.814444098,95.67635501
AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,RNF43_mut,4,25,0.578594812,6.301574914,5.68889572,0.2985174,0.612679194,0.945443615,1.072248154,0.292141322,87.64239673
AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,SMAD4_mut,8,21,0.166530012,5.903412762,5.723875741,0.703111964,0.179537021,1.124051691,1.06155544,0.691707777,95.67635501
AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,TP53_mut,24,5,0.202229538,5.810987764,5.592997264,0.684459871,0.217990501,1.08618564,1.029218171,0.684045931,95.67635501
AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,cnaPAAD2,10,19,0.172967023,5.651308181,5.837663729,0.650322633,-0.186355548,0.991532366,1.117870445,0.661486208,95.67635501
AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,cnaPAAD3,3,26,1.250172123,4.646015117,5.903486435,0.120668664,-1.257471318,0.89691013,1.014047467,0.050159003,45.1431029
AMG-319,2045,PI3K (beta sparing),PI3K/MTOR signaling,cnaPAAD4,17,12,0.554623512,5.534627199,6.11166919,0.144496499,-0.577041992,1.092455235,0.959711958,0.152849142,68.78211394
MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,ARID1A_mut,3,26,0.242481299,4.140538929,4.489134409,0.772589553,-0.34859548,1.796251771,1.40497812,0.693997664,0.0
MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,CDKN2A_mut,4,25,0.182129859,4.678973124,4.416928757,0.798053815,0.262044367,1.819521681,1.383838433,0.737823259,0.0
MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,EP300_mut,3,26,0.194802106,4.704412651,4.424072056,0.612020023,0.280340594,0.732079829,1.481157769,0.751822383,0.0
MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,RNF43_mut,4,25,0.635440484,5.223283751,4.329839057,0.202870572,0.893444695,1.072225551,1.442327489,0.248299097,0.0
MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,SMAD4_mut,8,21,0.387984449,4.851771424,4.30118762,0.321496864,0.550583803,1.213614708,1.484298014,0.358666033,0.0
MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,TP53_mut,24,5,0.727431538,4.279155219,5.287877232,0.215487689,-1.008722013,1.368651871,1.486166359,0.15051864,0.0
MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,cnaPAAD2,10,19,0.123733847,4.569740486,4.391668766,0.742479821,0.17807172,1.289887955,1.508253624,0.753896998,0.0
MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,cnaPAAD3,3,26,0.711985763,3.555105185,4.556684456,0.332300822,-1.001579271,1.369612349,1.409668603,0.253148876,0.0
MK-8776,2046,"CHEK1, CHEK2, CDK2",Cell cycle,cnaPAAD4,17,12,0.983508742,3.928665753,5.195982801,0.018747427,-1.267317048,1.208271283,1.397147438,0.014641267,0.0
Ulixertinib,2047,"ERK1, ERK2",ERK MAPK signaling,ARID1A_mut,3,25,0.368657414,3.178146977,2.647187356,0.132012549,0.530959621,0.273057031,1.496988085,0.551498791,90.66708596
Ulixertinib,2047,"ERK1, ERK2",ERK MAPK signaling,CDKN2A_mut,3,25,0.368657414,3.178146977,2.647187356,0.132012549,0.530959621,0.273057031,1.496988085,0.551498791,90.66708596
Ulixertinib,2047,"ERK1, ERK2",ERK MAPK signaling,EP300_mut,3,25,1.600373328,0.860709186,2.925279891,0.011165125,-2.064570705,0.682068785,1.328217785,0.014512028,13.0608255
Ulixertinib,2047,"ERK1, ERK2",ERK MAPK signaling,RNF43_mut,3,25,0.085229683,2.593752335,2.717314713,0.91503161,-0.123562378,1.735915509,1.423316507,0.89013802,94.70718745
Ulixertinib,2047,"ERK1, ERK2",ERK MAPK signaling,SMAD4_mut,8,20,0.370218716,3.081946848,2.552927503,0.416420553,0.529019345,1.5460423,1.383296634,0.384272553,90.66708596
Ulixertinib,2047,"ERK1, ERK2",ERK MAPK signaling,TP53_mut,23,5,0.033074175,2.695511007,2.743474336,0.962102718,-0.047963329,1.311273919,2.05246834,0.947071875,94.70718745
Ulixertinib,2047,"ERK1, ERK2",ERK MAPK signaling,cnaPAAD2,9,19,0.212196602,2.911809717,2.605675652,0.608639461,0.306134065,1.452455981,1.438329303,0.60444724,90.66708596
Ulixertinib,2047,"ERK1, ERK2",ERK MAPK signaling,cnaPAAD3,3,25,1.300718334,1.149780312,2.890591356,0.198850968,-1.740811044,1.629483987,1.311169597,0.042908726,19.3089269
Ulixertinib,2047,"ERK1, ERK2",ERK MAPK signaling,cnaPAAD4,17,11,0.029399873,2.72082492,2.678191018,0.932163419,0.042633902,1.702613625,0.910669431,0.940018307,94.70718745
Vinorelbine,2048,Microtubule destabiliser,Mitosis,ARID1A_mut,3,26,0.882144518,0.857235993,-0.879208859,0.017997657,1.736444852,0.703478944,2.035958757,0.159482786,32.78728917
Vinorelbine,2048,Microtubule destabiliser,Mitosis,CDKN2A_mut,4,25,0.868526653,0.761545425,-0.933356162,0.00406468,1.694901587,0.605432481,2.058746046,0.118413964,32.78728917
Vinorelbine,2048,Microtubule destabiliser,Mitosis,EP300_mut,3,26,1.247030059,-2.825323706,-0.454298125,0.1038965,-2.371025582,1.57931574,1.924773712,0.050698813,23.89059754
Vinorelbine,2048,Microtubule destabiliser,Mitosis,RNF43_mut,4,25,0.678333149,0.461655333,-0.885373748,0.235608634,1.34702908,1.783895885,2.009604211,0.218581928,32.78728917
Vinorelbine,2048,Microtubule destabiliser,Mitosis,SMAD4_mut,8,21,0.356508551,-0.179122108,-0.897845024,0.450802029,0.718722916,2.318867294,1.898623253,0.398404103,44.82046154
Vinorelbine,2048,Microtubule destabiliser,Mitosis,TP53_mut,24,5,0.622736376,-0.912720754,0.323515147,0.319999144,-1.236235901,1.913278236,2.356344502,0.216058545,32.78728917
Vinorelbine,2048,Microtubule destabiliser,Mitosis,cnaPAAD2,10,19,0.027588452,-0.736506412,-0.680139907,0.940395232,-0.056366505,1.751321384,2.1743833,0.944223571,94.42235712
Vinorelbine,2048,Microtubule destabiliser,Mitosis,cnaPAAD3,3,26,1.233456645,-2.805245563,-0.456614833,0.047329289,-2.34863073,1.17251139,1.950815649,0.053090217,23.89059754
Vinorelbine,2048,Microtubule destabiliser,Mitosis,cnaPAAD4,17,12,0.346344603,-0.987941955,-0.291059094,0.33708274,-0.69688286,2.26362824,1.576170652,0.366440809,44.82046154
VX-11e,2096,ERK2,ERK MAPK signaling,ARID1A_mut,3,26,0.243396221,3.282644198,2.958161512,0.563881431,0.324482686,0.758006024,1.368756558,0.692904942,0.0
VX-11e,2096,ERK2,ERK MAPK signaling,CDKN2A_mut,4,25,0.097845325,3.104441208,2.973694683,0.780812033,0.130746526,0.714194635,1.394640505,0.857179904,0.0
VX-11e,2096,ERK2,ERK MAPK signaling,EP300_mut,3,26,0.685001252,2.189123199,3.084337012,0.48515244,-0.895213812,1.814299146,1.257470906,0.27115186,0.0
VX-11e,2096,ERK2,ERK MAPK signaling,RNF43_mut,4,25,0.373381215,2.565131885,3.059984174,0.494028176,-0.494852289,1.21146604,1.338879208,0.49401088,0.0
VX-11e,2096,ERK2,ERK MAPK signaling,SMAD4_mut,8,21,0.305753407,3.284842012,2.880066467,0.586687351,0.404775545,1.924046614,1.034573628,0.468128769,0.0
VX-11e,2096,ERK2,ERK MAPK signaling,TP53_mut,24,5,0.665599042,2.843246069,3.704445247,0.260211249,-0.861199177,1.27103146,1.418076457,0.18697592,0.0
VX-11e,2096,ERK2,ERK MAPK signaling,cnaPAAD2,10,19,0.151089561,2.859737194,3.061197893,0.750281058,-0.201460699,1.813533485,1.011150501,0.701984484,0.0
VX-11e,2096,ERK2,ERK MAPK signaling,cnaPAAD3,3,26,0.354570017,2.569322614,3.040467848,0.307753501,-0.471145235,0.557786696,1.371865948,0.565726605,0.0
VX-11e,2096,ERK2,ERK MAPK signaling,cnaPAAD4,17,12,0.223689935,3.114691152,2.81753186,0.523397367,0.297159292,1.549819901,0.915396697,0.557928818,0.0
Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,ARID1A_mut,3,25,1.341494496,6.523429779,4.866541441,4.21758e-05,1.656888338,0.274386401,1.283096884,0.037247378,16.76132022
Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,CDKN2A_mut,3,25,1.341494496,6.523429779,4.866541441,4.21758e-05,1.656888338,0.274386401,1.283096884,0.037247378,16.76132022
Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,EP300_mut,3,25,0.73179635,4.188708116,5.146708041,0.382868861,-0.957999925,1.491634048,1.292733924,0.241845567,54.41525261
Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,RNF43_mut,3,25,0.518737652,4.429697233,5.117789347,0.042353965,-0.688092114,0.267905949,1.378470346,0.40363972,72.65514958
Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,SMAD4_mut,8,20,0.002579044,5.046542426,5.043074298,0.996026438,0.003468127,1.776154927,1.145539434,0.995128059,99.51280591
Uprosertib,2106,"AKT1, AKT2, AKT3",PI3K/MTOR signaling,TP53_mut,23,5,0.334616805,4.964414567,5.410458066,0.430379001,-0.446043499,1.383633322,1.010106775,0.503675774,75.55136608
